stop_id,stop_lat,stop_lon
Z--33516,4.63509895,-74.16258969
Z--33517,4.645696783,-74.16624219
Z--33518,4.649864617,-74.16945052
Z--33519,4.650475783,-74.17282952
Z--3352,4.620717949,-74.1894907
Z--33520,4.63498545,-74.16339635
Z--33521,4.663523784,-74.11766349
Z--33522,4.649180283,-74.10657715
Z--33523,4.750816452,-74.04359178
Z--33524,4.651909617,-74.10496999
Z--33525,4.696334785,-74.16939036
Z--33526,4.697462118,-74.16721035
Z--33527,4.695628284,-74.16716285
Z--33528,4.689662784,-74.11910216
Z--33529,4.681882284,-74.11231132
Z--3353,4.62284913,-74.18930091
Z--33530,4.679472951,-74.10954032
Z--33531,4.676772451,-74.10644282
Z--33532,4.675324617,-74.10484365
Z--33533,4.67353145,-74.10320215
Z--33534,4.672228784,-74.10172648
Z--33535,4.67201895,-74.10059982
Z--33536,4.674097784,-74.10300665
Z--33537,4.675527059,-74.10463868
Z--33538,4.677792284,-74.10726149
Z--33539,4.679588784,-74.10931766
Z--3354,4.623452155,-74.1894299
Z--33540,4.681381784,-74.11139549
Z--33541,4.688072951,-74.11785616
Z--33542,4.760250286,-74.04202361
Z--33543,4.760274286,-74.03941978
Z--33544,4.760262786,-74.03631328
Z--33545,4.760288452,-74.03459277
Z--33546,4.760379619,-74.03675994
Z--33547,4.760383952,-74.03806844
Z--33548,4.760481952,-74.04169495
Z--33549,4.762222286,-74.04845362
Z--3355,4.624436891,-74.19030234
Z--33550,4.579224448,-74.07653697
Z--33551,4.576648781,-74.0772768
Z--33552,4.571423448,-74.08058264
Z--33553,4.570324948,-74.08404964
Z--33554,4.569676781,-74.08684098
Z--33555,4.571275281,-74.08951031
Z--33556,4.572122781,-74.09083581
Z--33557,4.574062448,-74.09262715
Z--33558,4.575519115,-74.09408348
Z--33559,4.577127615,-74.09607481
Z--3356,4.62761745,-74.19206553
Z--33560,4.578819948,-74.09856148
Z--33561,4.580134448,-74.10052848
Z--33562,4.581074115,-74.10197232
Z--33563,4.582272115,-74.10328665
Z--33564,4.584536782,-74.10166998
Z--33565,4.588036115,-74.10008315
Z--33566,4.608005449,-74.11823549
Z--33567,4.610209782,-74.11696883
Z--33568,4.613832949,-74.11509999
Z--33569,4.614062782,-74.11523733
Z--3357,4.62911945,-74.1924417
Z--33570,4.611458949,-74.11652899
Z--33571,4.608493949,-74.11818633
Z--33572,4.594688449,-74.09823365
Z--33573,4.591649782,-74.09817598
Z--33574,4.588946615,-74.10022982
Z--33575,4.586185282,-74.10314582
Z--33576,4.581571115,-74.10296782
Z--33577,4.579713115,-74.10034132
Z--33578,4.574836781,-74.09373431
Z--33579,4.573200281,-74.09220048
Z--3358,4.629090616,-74.19581054
Z--33580,4.571979281,-74.09095114
Z--33581,4.570692448,-74.08892231
Z--33582,4.569457781,-74.08683648
Z--33583,4.570408281,-74.08344231
Z--33584,4.571390281,-74.08065381
Z--33585,4.573907615,-74.0771883
Z--33586,4.576985948,-74.07709064
Z--33588,4.594801282,-74.09801765
Z--33589,4.580572948,-74.10159132
Z--3359,4.63094195,-74.19686154
Z--33590,4.577869448,-74.09762065
Z--33591,4.576077115,-74.09507565
Z--33593,4.605625616,-74.15685035
Z--33595,4.601378782,-74.14453168
Z--33596,4.602639449,-74.14189517
Z--33597,4.601905949,-74.13806334
Z--33598,4.603077115,-74.13662251
Z--336,4.650585909,-74.08457899
Z--3360,4.63439095,-74.1987147
Z--33600,4.604197115,-74.131246
Z--33601,4.604669282,-74.12915367
Z--33602,4.601786115,-74.12636733
Z--33603,4.616292116,-74.11401283
Z--33604,4.618669449,-74.11293232
Z--33605,4.621421283,-74.11083816
Z--33606,4.624069283,-74.10917416
Z--33607,4.625495283,-74.10805016
Z--33608,4.625636116,-74.10713249
Z--33609,4.623088949,-74.10677149
Z--3361,4.634899116,-74.19984237
Z--33610,4.620928449,-74.10645132
Z--33611,4.620619282,-74.10443815
Z--33612,4.624522616,-74.10094415
Z--33614,4.624599449,-74.10113782
Z--33615,4.620655282,-74.10470565
Z--33616,4.620109116,-74.10782649
Z--33617,4.618292616,-74.11121732
Z--33618,4.616212782,-74.11426316
Z--33619,4.600144949,-74.12342183
Z--3362,4.63427295,-74.20096671
Z--33620,4.601660282,-74.126175
Z--33621,4.604775449,-74.12920367
Z--33622,4.604268282,-74.13120684
Z--33624,4.605327116,-74.13505517
Z--33625,4.603632615,-74.136328
Z--33626,4.602240782,-74.13819667
Z--33627,4.602921949,-74.13962584
Z--33628,4.600956115,-74.14137384
Z--33629,4.599959782,-74.14369101
Z--3363,4.63230595,-74.20267604
Z--33630,4.600844782,-74.14707201
Z--33631,4.598962115,-74.121851
Z--33632,4.557661931,-74.14487505
Z--33633,4.513137865,-74.08872014
Z--33634,4.685874582,-74.08569497
Z--33635,4.763823574,-74.0315108
Z--33636,4.708786295,-74.13315378
Z--33637,4.609005694,-74.204919
Z--33640,4.545175384,-74.09581509
Z--33641,4.622364518,-74.20748942
Z--33648,4.653653783,-74.14138417
Z--33649,4.651457283,-74.13869251
Z--3365,4.632402842,-74.20224434
Z--33650,4.65010145,-74.1356235
Z--33651,4.648750283,-74.134122
Z--33652,4.64641795,-74.1325505
Z--3366,4.634345789,-74.20061945
Z--3367,4.634780824,-74.19981888
Z--3368,4.633670041,-74.19844353
Z--33689,4.645832283,-74.13210184
Z--3369,4.63056119,-74.19678246
Z--33690,4.64899945,-74.133803
Z--33691,4.650153283,-74.13551667
Z--33692,4.651437117,-74.13845051
Z--33693,4.653643117,-74.14112201
Z--33697,4.560918114,-74.14478818
Z--33698,4.597512115,-74.16203419
Z--33699,4.608916449,-74.16133352
Z--337,4.692622276,-74.13611598
Z--3370,4.629031574,-74.19600862
Z--33700,4.614185449,-74.16183219
Z--33701,4.619381449,-74.16488852
Z--33702,4.623192449,-74.16202652
Z--33703,4.628112783,-74.15750952
Z--33704,4.634916283,-74.15426918
Z--33705,4.643911783,-74.15255985
Z--33706,4.651038117,-74.14498634
Z--33707,4.65679895,-74.13841467
Z--33708,4.678961784,-74.15063285
Z--33709,4.683670617,-74.15607885
Z--3371,4.628801421,-74.1946918
Z--33710,4.689648618,-74.16293952
Z--33711,4.689599118,-74.16327152
Z--33712,4.683867951,-74.15631785
Z--33713,4.679242117,-74.15113035
Z--33714,4.675470951,-74.14810051
Z--33715,4.657040783,-74.13856134
Z--33716,4.64713595,-74.14930718
Z--33717,4.638334283,-74.15544602
Z--33718,4.633397283,-74.15557168
Z--33719,4.626390949,-74.15936085
Z--3372,4.627576116,-74.19211037
Z--33720,4.621582283,-74.16517369
Z--33721,4.616132283,-74.16327552
Z--33722,4.608771116,-74.16157835
Z--33723,4.597492449,-74.16229935
Z--33724,4.602794449,-74.16179852
Z--33725,4.610916116,-74.16117319
Z--33726,4.617401283,-74.16372635
Z--33727,4.621410783,-74.16503119
Z--33728,4.626039283,-74.15940502
Z--33729,4.63055795,-74.15529285
Z--3373,4.624147363,-74.19015529
Z--33730,4.63782495,-74.15456985
Z--33731,4.647651283,-74.14844684
Z--33732,4.652270117,-74.14372351
Z--33733,4.673434117,-74.14637751
Z--33734,4.677221951,-74.14943301
Z--33735,4.680494617,-74.15269985
Z--33736,4.687571951,-74.16023285
Z--33737,4.694109451,-74.16855719
Z--33738,4.687963284,-74.16114752
Z--33739,4.680782951,-74.15322701
Z--3374,4.623199588,-74.18932895
Z--33740,4.677411784,-74.14967168
Z--33741,4.673293784,-74.14632951
Z--33742,4.654123617,-74.14209401
Z--33743,4.64267845,-74.15424051
Z--33744,4.63529145,-74.15419801
Z--33745,4.629068783,-74.15690252
Z--33746,4.623055116,-74.16258202
Z--33747,4.618950116,-74.16493402
Z--33748,4.612323616,-74.16144902
Z--33749,4.602502949,-74.16208802
Z--3375,4.622876523,-74.1895796
Z--33750,4.482963446,-74.12076683
Z--33751,4.488207446,-74.1200165
Z--33752,4.494634446,-74.11852666
Z--3376,4.61998638,-74.18930771
Z--3377,4.615464783,-74.18724403
Z--3378,4.611923113,-74.18654625
Z--33782,4.612791449,-74.08477281
Z--33783,4.613831616,-74.08397264
Z--33789,4.627535949,-74.07511814
Z--3379,4.609846711,-74.18631161
Z--33790,4.630591949,-74.07486547
Z--33791,4.633139616,-74.07500814
Z--338,4.690276368,-74.1329551
Z--3380,4.608772116,-74.18552953
Z--33809,4.681030451,-74.08769248
Z--3381,4.607056616,-74.1846447
Z--33810,4.683487784,-74.08457397
Z--33811,4.686300617,-74.08573281
Z--33812,4.687539451,-74.08753048
Z--33813,4.472505446,-74.13052583
Z--33814,4.473160446,-74.1289345
Z--33815,4.475418779,-74.12619433
Z--33816,4.475288946,-74.12320933
Z--33818,4.619930616,-74.07475197
Z--33819,4.621903449,-74.07477913
Z--3382,4.604016282,-74.18326903
Z--33827,4.65931295,-74.07362597
Z--33828,4.657797783,-74.07142713
Z--33829,4.65451345,-74.0719493
Z--3383,4.602228282,-74.18244286
Z--33834,4.643635116,-74.07390013
Z--3384,4.600707615,-74.18175236
Z--33841,4.624279783,-74.0736423
Z--3385,4.597816533,-74.1804466
Z--3386,4.596652779,-74.17660228
Z--33867,4.580569615,-74.12416133
Z--3387,4.59599022,-74.17196342
Z--3388,4.595573183,-74.16840063
Z--33889,4.498106113,-74.11803899
Z--3389,4.595512004,-74.16664878
Z--33890,4.494505113,-74.11867149
Z--33891,4.490847613,-74.1191305
Z--33892,4.488256446,-74.12010666
Z--33893,4.483146779,-74.1207535
Z--33894,4.479261112,-74.12151233
Z--33895,4.476716946,-74.1223935
Z--33896,4.471659446,-74.1242655
Z--33897,4.469356612,-74.1272075
Z--33898,4.468386706,-74.12823457
Z--33899,4.468336945,-74.12820467
Z--3390,4.596154615,-74.15660785
Z--33900,4.543444845,-74.08825631
Z--33901,4.469324612,-74.12715
Z--33902,4.471663946,-74.12414783
Z--33903,4.473091407,-74.1224322
Z--33904,4.54342856,-74.08814096
Z--33905,4.476651112,-74.12227666
Z--33906,4.479920779,-74.12109283
Z--33907,4.491379946,-74.11887149
Z--33908,4.498256779,-74.11791216
Z--33909,4.585708782,-74.10256215
Z--3391,4.595126615,-74.14867501
Z--33910,4.624468783,-74.07430697
Z--33911,4.683061784,-74.08132497
Z--33912,4.677629784,-74.08700448
Z--33913,4.660267783,-74.07505914
Z--33914,4.550418614,-74.08654164
Z--33915,4.545120447,-74.08772264
Z--33917,4.525840095,-74.09201187
Z--33919,4.514175113,-74.08864531
Z--3392,4.595331358,-74.14143177
Z--33923,4.501644938,-74.08626642
Z--33924,4.50121605,-74.08601034
Z--33929,4.545937281,-74.08734564
Z--3393,4.59411777,-74.13471222
Z--33930,4.549706447,-74.08666298
Z--33931,4.559376122,-74.09029334
Z--33932,4.572439409,-74.09125515
Z--33933,4.486661636,-74.10546887
Z--33934,4.548026025,-74.08642078
Z--33935,4.609184616,-74.20544704
Z--33936,4.609943949,-74.20530904
Z--33937,4.607677616,-74.2004412
Z--33938,4.602220616,-74.19080953
Z--33939,4.601271282,-74.18673986
Z--3394,4.595019115,-74.12622067
Z--33940,4.600444449,-74.18531886
Z--33941,4.600088282,-74.18205103
Z--33942,4.606242782,-74.18290803
Z--33945,4.523536947,-74.08861381
Z--33947,4.600491282,-74.18519936
Z--33948,4.601418782,-74.18706303
Z--33949,4.602235282,-74.1906327
Z--3395,4.597861586,-74.12501467
Z--33951,4.485497149,-74.10238191
Z--33952,4.737387992,-74.07428621
Z--33953,4.748133967,-74.06866144
Z--33954,4.748323495,-74.0685269
Z--33955,4.746161097,-74.07158149
Z--33956,4.746303872,-74.07149841
Z--33957,4.751981281,-74.0677662
Z--33958,4.755075961,-74.06653922
Z--33959,4.486871256,-74.10611314
Z--3396,4.600117026,-74.1231362
Z--33960,4.545064947,-74.09593798
Z--33961,4.569608448,-74.08679098
Z--33962,4.573094281,-74.09212065
Z--33963,4.614906116,-74.17614703
Z--33964,4.617101949,-74.17875186
Z--33965,4.618666949,-74.18024386
Z--33966,4.619028116,-74.18169236
Z--33967,4.620302283,-74.1840147
Z--33968,4.621397449,-74.1860897
Z--33969,4.622794616,-74.18702603
Z--33972,4.622322783,-74.19662137
Z--33973,4.622411949,-74.20153804
Z--33974,4.622318449,-74.20412037
Z--33975,4.622620949,-74.20765271
Z--33976,4.621765009,-74.2040415
Z--33977,4.623462783,-74.1977517
Z--33978,4.622578449,-74.18687753
Z--33979,4.621135283,-74.18486403
Z--33980,4.620447283,-74.18415053
Z--33981,4.618882616,-74.18218686
Z--33982,4.618568949,-74.18018536
Z--33983,4.616881949,-74.17848586
Z--33985,4.615960616,-74.17597536
Z--33986,4.614765282,-74.17490936
Z--33987,4.547120781,-74.09436531
Z--33988,4.549322781,-74.09255948
Z--33989,4.556160948,-74.09076664
Z--33990,4.559389114,-74.09037714
Z--33991,4.562067448,-74.08904481
Z--33992,4.564810281,-74.08703998
Z--33993,4.568600281,-74.08595498
Z--33994,4.564782614,-74.08710964
Z--33995,4.563075448,-74.08877814
Z--33996,4.559276948,-74.09056648
Z--33997,4.555764614,-74.09105848
Z--33998,4.551574114,-74.09206448
Z--33999,4.549532614,-74.09264148
Z--34,4.662218443,-74.05928699
Z--34000,4.546653281,-74.09485998
Z--34002,4.555512861,-74.09117048
Z--34003,4.568820281,-74.08575381
Z--34004,4.554031447,-74.09162698
Z--34005,4.571225615,-74.08948198
Z--34006,4.572094115,-74.09082014
Z--34007,4.571886448,-74.09087731
Z--34008,4.570609448,-74.08884898
Z--34009,4.569390781,-74.08679064
Z--34010,4.59012783,-74.07782333
Z--34011,4.589792036,-74.07507193
Z--34012,4.589682555,-74.07240784
Z--34013,4.589681528,-74.07017033
Z--34014,4.589436448,-74.06866404
Z--34015,4.58705003,-74.06849693
Z--34016,4.586330174,-74.06670279
Z--34017,4.58919528,-74.06643882
Z--34018,4.591207727,-74.06646036
Z--34019,4.597038201,-74.06507169
Z--34021,4.590564306,-74.07119313
Z--34022,4.589981477,-74.07276291
Z--34023,4.589957385,-74.07497338
Z--34024,4.590355155,-74.07833221
Z--34025,4.755362786,-74.0665213
Z--34026,4.752141452,-74.0677853
Z--34027,4.736720119,-74.04505328
Z--34028,4.627140823,-74.12335129
Z--34029,4.582827948,-74.13511434
Z--3403,4.62567361,-74.09220399
Z--34030,4.581426948,-74.13371984
Z--34031,4.579861782,-74.1322815
Z--34032,4.579245948,-74.1317275
Z--34033,4.577736115,-74.131098
Z--34034,4.575245781,-74.13020717
Z--34035,4.572177115,-74.12938367
Z--34036,4.570679781,-74.13005683
Z--34037,4.569353448,-74.13342734
Z--34038,4.567425615,-74.13160884
Z--34039,4.567067115,-74.12905917
Z--3404,4.624896694,-74.08771898
Z--34040,4.557052114,-74.12195233
Z--34041,4.554560114,-74.12148116
Z--34042,4.549266281,-74.12120916
Z--34043,4.543356114,-74.12093933
Z--34044,4.53297128,-74.12037016
Z--34045,4.530048447,-74.12149466
Z--34046,4.52666128,-74.11954983
Z--34047,4.52372778,-74.11817883
Z--34048,4.52012278,-74.11749866
Z--34049,4.518359447,-74.11765683
Z--3405,4.624033949,-74.08014114
Z--34050,4.506528446,-74.11211032
Z--34051,4.50652978,-74.10928266
Z--34052,4.506518446,-74.10658099
Z--34053,4.50430278,-74.10453832
Z--34054,4.500859613,-74.10620932
Z--34055,4.498941946,-74.10715849
Z--34056,4.497424113,-74.10641549
Z--34057,4.497108613,-74.10415849
Z--34058,4.494660446,-74.10384665
Z--34059,4.492488446,-74.10447082
Z--3406,4.624335171,-74.07763507
Z--34060,4.489485613,-74.10417049
Z--34061,4.487248946,-74.10345399
Z--34062,4.543666947,-74.12086166
Z--34063,4.750954036,-74.05613503
Z--34064,4.749279192,-74.05591241
Z--34065,4.748749427,-74.051889
Z--34066,4.747983078,-74.04792709
Z--34067,4.752620408,-74.05343481
Z--34068,4.750283334,-74.05394216
Z--34069,4.746684464,-74.05343326
Z--3407,4.623953182,-74.07560309
Z--34070,4.487317946,-74.10342232
Z--34071,4.490109613,-74.10431782
Z--34072,4.492686279,-74.10430932
Z--34073,4.494412779,-74.10380532
Z--34074,4.497092279,-74.10415082
Z--34075,4.497438779,-74.10629932
Z--34076,4.499155446,-74.10684082
Z--34077,4.50431078,-74.10429415
Z--34078,4.506767113,-74.10586765
Z--34079,4.506768613,-74.10950166
Z--3408,4.623737427,-74.0742228
Z--34080,4.50679978,-74.11231766
Z--34081,4.571829948,-74.128604
Z--34082,4.576739118,-74.12885304
Z--34083,4.579008115,-74.129701
Z--34084,4.580848282,-74.131256
Z--34085,4.582790782,-74.132442
Z--34086,4.584989782,-74.13298384
Z--34088,4.737219785,-74.04566645
Z--34089,4.51845128,-74.11747383
Z--34090,4.520979613,-74.11751266
Z--34091,4.523672613,-74.11796649
Z--34092,4.52678878,-74.11942516
Z--34093,4.531377281,-74.11893333
Z--34095,4.547759947,-74.12105733
Z--34096,4.553695781,-74.12130983
Z--34097,4.557607114,-74.12190966
Z--341,4.688622434,-74.12939524
Z--34100,4.608573914,-74.16198882
Z--34101,4.738213732,-74.06475314
Z--34102,4.658585261,-74.06112032
Z--34103,4.657553783,-74.05952413
Z--34104,4.66223045,-74.06609846
Z--34105,4.660491617,-74.06356779
Z--34106,4.618911881,-74.16494401
Z--34107,4.6123562,-74.16144865
Z--34108,4.60874447,-74.16157267
Z--34109,4.602550085,-74.16207562
Z--34110,4.597487659,-74.16229073
Z--34111,4.594127453,-74.1619228
Z--34112,4.590691555,-74.16154503
Z--34113,4.5875339,-74.16111575
Z--34114,4.566766929,-74.14347697
Z--34115,4.566908348,-74.1430757
Z--34116,4.585550115,-74.15983777
Z--34117,4.588406104,-74.16103073
Z--34118,4.594117727,-74.16164771
Z--34119,4.597472592,-74.16203702
Z--34120,4.60266181,-74.16182163
Z--34121,4.60881841,-74.16134912
Z--34122,4.614115131,-74.16183233
Z--34123,4.617318272,-74.16373119
Z--34124,4.427448018,-74.15250488
Z--34125,4.61934734,-74.16492233
Z--34126,4.610761219,-74.16118598
Z--34127,4.616853895,-74.15992519
Z--34128,4.619781758,-74.16094227
Z--34129,4.61867174,-74.1635208
Z--34130,4.612052666,-74.06966322
Z--34131,4.584613893,-74.1597123
Z--34132,4.581877598,-74.15833334
Z--34135,4.727710897,-74.12000424
Z--34136,4.568173867,-74.13520089
Z--34137,4.581783119,-74.15797948
Z--34139,4.693042618,-74.10759349
Z--34140,4.690721618,-74.10874266
Z--34141,4.688383618,-74.10816782
Z--34142,4.686757451,-74.11026132
Z--34143,4.683576117,-74.11117516
Z--34144,4.680365451,-74.11218916
Z--34145,4.678790951,-74.11216816
Z--34146,4.677842284,-74.11112916
Z--34150,4.646548116,-74.06338563
Z--34151,4.647338514,-74.06627457
Z--34154,4.678825784,-74.11196349
Z--34155,4.680104617,-74.11218732
Z--34156,4.683321284,-74.11112382
Z--34157,4.686824617,-74.11013999
Z--34158,4.688978951,-74.10984099
Z--34159,4.692540784,-74.10765532
Z--34160,4.694447284,-74.10665099
Z--34161,4.633191709,-74.20484101
Z--34162,4.633421563,-74.20487517
Z--34163,4.636894081,-74.20649928
Z--34164,4.637163159,-74.20653501
Z--34165,4.637980065,-74.20565795
Z--34166,4.637679821,-74.20614565
Z--34167,4.639029021,-74.20337326
Z--34168,4.638927594,-74.20372272
Z--34169,4.638368765,-74.20096291
Z--34170,4.638154669,-74.2007494
Z--34171,4.636157597,-74.19979324
Z--34172,4.636458382,-74.19985146
Z--34173,4.596758782,-74.17007986
Z--34174,4.68660017,-74.11377138
Z--34175,4.690011003,-74.11661788
Z--34176,4.691783948,-74.11834085
Z--34177,4.686024003,-74.10512485
Z--34178,4.687422003,-74.10628282
Z--34183,4.595450332,-74.09611561
Z--34184,4.593639329,-74.09616033
Z--34185,4.591473256,-74.09805429
Z--34186,4.587957731,-74.10007531
Z--34187,4.584380195,-74.10171281
Z--34189,4.633683499,-74.15535276
Z--34190,4.624598528,-74.10109646
Z--34191,4.620613352,-74.1046767
Z--34192,4.624502804,-74.10092699
Z--34193,4.620585056,-74.1044404
Z--34194,4.796848241,-74.03925975
Z--34198,4.654313882,-74.15859661
Z--34199,4.499929029,-74.10372179
Z--34201,4.487493113,-74.10000582
Z--34202,4.486604779,-74.10133365
Z--34203,4.689139504,-74.11601156
Z--34204,4.542267814,-74.10604285
Z--34205,4.606476116,-74.1326825
Z--34206,4.606941116,-74.13303517
Z--34211,4.622501116,-74.18754537
Z--34212,4.66436045,-74.13161984
Z--34213,4.66830245,-74.12843833
Z--34214,4.671318284,-74.1258315
Z--34215,4.670501784,-74.12387133
Z--34216,4.667973117,-74.12161683
Z--34217,4.66558195,-74.11949016
Z--34218,4.66354795,-74.11767716
Z--34219,4.657582117,-74.11363816
Z--34220,4.656376117,-74.11288616
Z--34221,4.65275295,-74.11025882
Z--34222,4.627889783,-74.09557798
Z--34223,4.636706616,-74.09671065
Z--34224,4.640606616,-74.09940582
Z--34228,4.66353445,-74.11746416
Z--34229,4.665526617,-74.11922083
Z--34230,4.667064117,-74.12058433
Z--34231,4.66863095,-74.12197933
Z--34232,4.670620117,-74.12376966
Z--34233,4.671808617,-74.12491717
Z--34234,4.673350784,-74.126237
Z--34235,4.67138395,-74.126131
Z--34236,4.66697145,-74.12984883
Z--34237,4.66389395,-74.132344
Z--34238,4.617131116,-74.18841487
Z--34239,4.609816116,-74.18625653
Z--34240,4.600491282,-74.18519936
Z--34241,4.601418782,-74.18706303
Z--34245,4.740039744,-74.04037649
Z--34246,4.739125541,-74.03592427
Z--34247,4.738180887,-74.03237934
Z--34248,4.768154401,-74.02888211
Z--34249,4.688077451,-74.119126
Z--34250,4.685667451,-74.12376083
Z--34251,4.687128784,-74.12995167
Z--34252,4.683966951,-74.13200717
Z--34253,4.681043784,-74.13467767
Z--34254,4.680349284,-74.13561484
Z--34255,4.678080451,-74.13953017
Z--34256,4.675439451,-74.14298034
Z--34257,4.673672451,-74.14505868
Z--34258,4.670021284,-74.14372051
Z--34259,4.662677948,-74.13896781
Z--34260,4.660340784,-74.13693151
Z--34261,4.65703195,-74.13856684
Z--34262,4.654108117,-74.14210451
Z--34263,4.650141163,-74.14622065
Z--34264,4.642640116,-74.15426168
Z--34265,4.635224283,-74.15420001
Z--34266,4.633357783,-74.15554852
Z--34267,4.628980949,-74.15693135
Z--34268,4.626288616,-74.15845585
Z--34269,4.623363116,-74.15386468
Z--34270,4.622266783,-74.15143268
Z--34271,4.622443116,-74.15039768
Z--34272,4.624118949,-74.14889385
Z--34273,4.624725949,-74.14832784
Z--34274,4.623790783,-74.14613201
Z--34275,4.622764783,-74.14502368
Z--34276,4.618918078,-74.14127897
Z--34277,4.615901782,-74.13715767
Z--34278,4.613108949,-74.13478367
Z--34279,4.610842116,-74.13170234
Z--34280,4.607313782,-74.1303285
Z--34281,4.605583282,-74.131432
Z--34282,4.603703449,-74.1327045
Z--34283,4.602683282,-74.1334255
Z--34284,4.599785282,-74.13533
Z--34285,4.598035282,-74.13647967
Z--34286,4.594013615,-74.13801334
Z--34287,4.591822282,-74.13846551
Z--34288,4.588241948,-74.13807834
Z--34289,4.585524615,-74.13667667
Z--34290,4.585187115,-74.134661
Z--34291,4.585916615,-74.13052134
Z--34292,4.567095448,-74.1290815
Z--34293,4.564327614,-74.125553
Z--34294,4.561235614,-74.12450933
Z--34296,4.555331614,-74.12036416
Z--34297,4.552811781,-74.11904366
Z--34298,4.553277114,-74.11491516
Z--34299,4.554212448,-74.11304966
Z--343,4.69205432,-74.13389803
Z--34300,4.554044614,-74.11073266
Z--34301,4.551685781,-74.10812899
Z--34302,4.548751281,-74.10947016
Z--34303,4.548103281,-74.11172899
Z--34304,4.546757281,-74.11229849
Z--34305,4.545037781,-74.10979532
Z--34306,4.543307114,-74.10683615
Z--34307,4.644725116,-74.0689318
Z--34308,4.645071616,-74.0709263
Z--34310,4.645764783,-74.07493864
Z--34311,4.645434616,-74.07620447
Z--34314,4.542530281,-74.10611849
Z--34315,4.543889114,-74.10742799
Z--34316,4.545257447,-74.11007749
Z--34317,4.548176614,-74.11159432
Z--34318,4.548745614,-74.10941916
Z--34319,4.551888781,-74.10800166
Z--34320,4.554330614,-74.11099666
Z--34321,4.555067614,-74.11434499
Z--34322,4.555225614,-74.11631766
Z--34323,4.555942103,-74.11974914
Z--34324,4.557295281,-74.12071766
Z--34325,4.559311614,-74.123274
Z--34326,4.563682281,-74.12489267
Z--34327,4.569916615,-74.12678683
Z--34328,4.585988282,-74.13103084
Z--34329,4.585348448,-74.13478717
Z--34330,4.585485282,-74.13609117
Z--34331,4.588204115,-74.13749151
Z--34332,4.591313949,-74.13843734
Z--34333,4.594033782,-74.13786401
Z--34334,4.597477115,-74.13647651
Z--34335,4.600134949,-74.13473934
Z--34336,4.602099282,-74.13344634
Z--34337,4.603691949,-74.12915817
Z--34338,4.605380115,-74.12746183
Z--34339,4.606942116,-74.12647183
Z--34340,4.616250449,-74.13710251
Z--34341,4.620178116,-74.14194084
Z--34342,4.623173116,-74.14519234
Z--34343,4.623594283,-74.14951168
Z--34344,4.622283949,-74.15070435
Z--34345,4.623309283,-74.15240285
Z--34346,4.623260283,-74.15420435
Z--34347,4.625697783,-74.15754435
Z--34348,4.628216783,-74.15743235
Z--34349,4.63054395,-74.15529402
Z--34350,4.633686783,-74.15533002
Z--34351,4.634887116,-74.15430085
Z--34352,4.637811616,-74.15455335
Z--34353,4.64446995,-74.15193318
Z--34354,4.647652783,-74.14844084
Z--34355,4.64959095,-74.14650134
Z--34356,4.652560283,-74.14342118
Z--34357,4.656816117,-74.13839667
Z--34358,4.661082784,-74.13721651
Z--34359,4.66315245,-74.13896584
Z--34360,4.66733095,-74.14163101
Z--34361,4.670605284,-74.14395184
Z--34362,4.673777784,-74.14346284
Z--34363,4.675699951,-74.14122017
Z--34364,4.678133284,-74.13927884
Z--34365,4.680943951,-74.13472734
Z--34366,4.684346117,-74.13163417
Z--34367,4.687165618,-74.12979267
Z--34369,4.667358784,-74.14182117
Z--34370,4.623698783,-74.15564535
Z--34371,4.64710395,-74.14932968
Z--34372,4.625189783,-74.14739934
Z--34373,4.628121449,-74.15750785
Z--34374,4.63830345,-74.15542202
Z--34375,4.619159116,-74.14276884
Z--34376,4.611709616,-74.13264834
Z--34377,4.614613616,-74.13573284
Z--34379,4.628611163,-74.19910334
Z--34380,4.628858116,-74.19470087
Z--34381,4.551234947,-74.09004731
Z--34382,4.548500592,-74.08910114
Z--34383,4.550436614,-74.08643898
Z--34384,4.548036947,-74.08389414
Z--34385,4.545693281,-74.08364414
Z--34386,4.541233947,-74.08368914
Z--34387,4.537522947,-74.08364181
Z--34388,4.53394228,-74.08522147
Z--34389,4.532266614,-74.08628698
Z--34391,4.53205628,-74.08641714
Z--34392,4.53399928,-74.08512747
Z--34393,4.53765028,-74.08357647
Z--34394,4.54168778,-74.08371281
Z--34395,4.545256781,-74.08350964
Z--34396,4.548009447,-74.08379181
Z--34397,4.551016281,-74.08631814
Z--34398,4.550160447,-74.08797731
Z--34399,4.548340614,-74.08893864
Z--344,4.566003274,-74.0974955
Z--34400,4.551629548,-74.0901243
Z--34401,4.627642116,-74.1920562
Z--34402,4.629003081,-74.1924047
Z--34403,4.628826283,-74.1990102
Z--34404,4.604098782,-74.17234969
Z--34405,4.608143449,-74.17237519
Z--34407,4.609304949,-74.17203969
Z--34408,4.612058116,-74.17539069
Z--34409,4.623367949,-74.07593097
Z--34410,4.627462783,-74.0773533
Z--34411,4.630107783,-74.07829314
Z--34412,4.631986116,-74.0789558
Z--34413,4.633782949,-74.07461063
Z--34414,4.659384648,-74.06373107
Z--34415,4.661637783,-74.06241996
Z--34416,4.661592617,-74.05995029
Z--34417,4.662504117,-74.05934429
Z--34418,4.66473645,-74.05805112
Z--34419,4.66617395,-74.05725629
Z--34420,4.66921195,-74.05566729
